[[0.8197444677352905, 0.5371670126914978], [0.26393234729766846, 0.9595239162445068], [0.7044703364372253, 0.12042731046676636], [0.9785414338111877, 0.8796868920326233], [0.3177545666694641, 0.7810772657394409]]
[[0.5280860066413879, 0.6568793654441833], [-0.11493251472711563, 1.0656898021697998], [0.7801237106323242, -0.10329554975032806], [1.7770090103149414, 0.20898278057575226], [-0.3722306191921234, 1.2428209781646729]]
[[0.5071424841880798, 0.6646475195884705], [-0.13651123642921448, 1.0757043361663818], [0.8486573696136475, -0.10143103450536728], [1.8320740461349487, 0.17918147146701813], [-0.3858336806297302, 1.2446479797363281]]
[[0.4864724278450012, 0.6724928617477417], [-0.15708939731121063, 1.0864498615264893], [0.9240579605102539, -0.09673520177602768], [1.885989785194397, 0.15083308517932892], [-0.3949989378452301, 1.2442070245742798]]
[[0.46613821387290955, 0.6804298162460327], [-0.17659637331962585, 1.0979872941970825], [1.00602126121521, -0.08927136659622192], [1.938581109046936, 0.12386856973171234], [-0.3998289704322815, 1.2415863275527954]]
[[0.4463079273700714, 0.6885582804679871], [-0.19476741552352905, 1.1105092763900757], [1.0935267210006714, -0.07855476438999176], [1.9894400835037231, 0.09786606580018997], [-0.4010096490383148, 1.2375181913375854]]
[[0.4271201491355896, 0.6968793869018555], [-0.21147312223911285, 1.1241393089294434], [1.1858470439910889, -0.06427916139364243], [2.0382649898529053, 0.07257497310638428], [-0.39893320202827454, 1.2325878143310547]]
[[0.4087480902671814, 0.705409049987793], [-0.2265384942293167, 1.1390012502670288], [1.282326340675354, -0.046080514788627625], [2.084787130355835, 0.04775049537420273], [-0.39395150542259216, 1.2273387908935547]]
[[0.39134731888771057, 0.7141958475112915], [-0.23974493145942688, 1.1552069187164307], [1.3823333978652954, -0.0235276035964489], [2.128680944442749, 0.023109037429094315], [-0.38644012808799744, 1.2224619388580322]]
[[0.37504738569259644, 0.7232659459114075], [-0.2509045898914337, 1.1728349924087524], [1.4853522777557373, 0.0037753377109766006], [2.1695940494537354, -0.0016026441007852554], [-0.3766867220401764, 1.21871018409729]]
[[0.35978829860687256, 0.7327481508255005], [-0.25998151302337646, 1.1917812824249268], [1.590612769126892, 0.03593496233224869], [2.207383394241333, -0.026724500581622124], [-0.36512964963912964, 1.2169245481491089]]
[[0.3455769717693329, 0.742682158946991], [-0.26685020327568054, 1.212009310722351], [1.697959542274475, 0.07301943004131317], [2.2418904304504395, -0.05234824866056442], [-0.3517857789993286, 1.217380404472351]]
[[0.33244290947914124, 0.7530643343925476], [-0.27142471075057983, 1.2334587574005127], [1.80732262134552, 0.11498601734638214], [2.2729852199554443, -0.07849863171577454], [-0.3366408348083496, 1.220220685005188]]
[[0.32029321789741516, 0.763916015625], [-0.273959219455719, 1.2559127807617188], [1.9180179834365845, 0.1614065319299698], [2.3008487224578857, -0.10542339831590652], [-0.32021525502204895, 1.2258707284927368]]
[[0.30899515748023987, 0.7752418518066406], [-0.2746778726577759, 1.2791767120361328], [2.0290958881378174, 0.2119937390089035], [2.3257079124450684, -0.13354423642158508], [-0.3032120168209076, 1.2351187467575073]]
[[0.2984332740306854, 0.7870309948921204], [-0.2737380266189575, 1.3031401634216309], [2.1400861740112305, 0.2664450407028198], [2.347712516784668, -0.16305097937583923], [-0.28595027327537537, 1.2483054399490356]]
[[0.288379430770874, 0.7992059588432312], [-0.27161362767219543, 1.3275824785232544], [2.250377655029297, 0.3238794505596161], [2.367480754852295, -0.19404014945030212], [-0.2689693570137024, 1.2653969526290894]]
[[0.278613805770874, 0.8116808533668518], [-0.26878830790519714, 1.3522931337356567], [2.359344244003296, 0.3834663927555084], [2.3856914043426514, -0.22661477327346802], [-0.25276726484298706, 1.2864127159118652]]
[[0.26898685097694397, 0.8243938088417053], [-0.26562201976776123, 1.3771414756774902], [2.466517210006714, 0.44458574056625366], [2.402876853942871, -0.2608822286128998], [-0.23773953318595886, 1.3113797903060913]]
[[0.2593224048614502, 0.8373055458068848], [-0.26244786381721497, 1.4020609855651855], [2.5714809894561768, 0.5066815614700317], [2.4195470809936523, -0.2969472408294678], [-0.22419698536396027, 1.340297818183899]]
[[0.24945992231369019, 0.8503655195236206], [-0.25955334305763245, 1.42701256275177], [2.6740329265594482, 0.5692173838615417], [2.4361660480499268, -0.33481305837631226], [-0.2123459130525589, 1.3729445934295654]]
[[0.23932640254497528, 0.8635279536247253], [-0.2571130096912384, 1.4519805908203125], [2.7741363048553467, 0.631838321685791], [2.453028678894043, -0.37444359064102173], [-0.20226849615573883, 1.4090713262557983]]
[[0.22885161638259888, 0.8767745494842529], [-0.25525927543640137, 1.4769508838653564], [2.871826410293579, 0.6942141652107239], [2.470407724380493, -0.4157756567001343], [-0.19403988122940063, 1.4483393430709839]]
[[0.21800929307937622, 0.8900628089904785], [-0.2540898025035858, 1.501919150352478], [2.9671826362609863, 0.7560998797416687], [2.488523006439209, -0.4587397277355194], [-0.18768498301506042, 1.4904087781906128]]
[[0.20676589012145996, 0.9033836722373962], [-0.2537057399749756, 1.526867389678955], [3.060307502746582, 0.8172805309295654], [2.5075485706329346, -0.5032616257667542], [-0.18319714069366455, 1.5349698066711426]]
[[0.19507059454917908, 0.9167259335517883], [-0.2542140483856201, 1.55177903175354], [3.1512863636016846, 0.8774887323379517], [2.5277390480041504, -0.5492489337921143], [-0.180608332157135, 1.5816539525985718]]
[[0.18289457261562347, 0.9300974607467651], [-0.25565385818481445, 1.5766500234603882], [3.2401909828186035, 0.9366028904914856], [2.5492048263549805, -0.5966659188270569], [-0.1799071878194809, 1.6302601099014282]]
[[0.17022854089736938, 0.9434748291969299], [-0.2580968737602234, 1.601471185684204], [3.3271212577819824, 0.994456946849823], [2.572112798690796, -0.645443320274353], [-0.1810973733663559, 1.680495023727417]]
[[0.1570815145969391, 0.9568523168563843], [-0.2615470290184021, 1.6262342929840088], [3.4122190475463867, 1.050994634628296], [2.5965046882629395, -0.6954903602600098], [-0.18409495055675507, 1.7321325540542603]]
[[0.14343351125717163, 0.9702401757240295], [-0.26603496074676514, 1.6509336233139038], [3.4955272674560547, 1.106128215789795], [2.6224589347839355, -0.7467887997627258], [-0.1888963133096695, 1.785054326057434]]
[[0.12926720082759857, 0.98362797498703], [-0.2715877890586853, 1.6755616664886475], [3.5771443843841553, 1.1597622632980347], [2.6500625610351562, -0.7992714643478394], [-0.19547319412231445, 1.8390589952468872]]
[[0.11460021138191223, 0.9970121383666992], [-0.27817803621292114, 1.7001181840896606], [3.6571743488311768, 1.211911916732788], [2.67928409576416, -0.8528816103935242], [-0.20373785495758057, 1.8940354585647583]]
[[0.09944386035203934, 1.0103832483291626], [-0.28580233454704285, 1.7245938777923584], [3.7357470989227295, 1.2625515460968018], [2.7101430892944336, -0.9075325131416321], [-0.21360769867897034, 1.949791431427002]]
[[0.08381731063127518, 1.0237395763397217], [-0.29444262385368347, 1.7489862442016602], [3.812983512878418, 1.3116838932037354], [2.742626667022705, -0.9631401896476746], [-0.22498837113380432, 2.0061707496643066]]
[[0.06774280220270157, 1.0370688438415527], [-0.3040746748447418, 1.7732956409454346], [3.888986110687256, 1.359334945678711], [2.776700019836426, -1.019640564918518], [-0.2377883493900299, 2.0630621910095215]]
[[0.051231734454631805, 1.0503627061843872], [-0.31467950344085693, 1.797518253326416], [3.9638707637786865, 1.405516505241394], [2.812342405319214, -1.076953411102295], [-0.25191548466682434, 2.120326280593872]]
[[0.0342957004904747, 1.0636266469955444], [-0.326235294342041, 1.8216521739959717], [4.037730693817139, 1.4502475261688232], [2.8495230674743652, -1.1350138187408447], [-0.2672879099845886, 2.17785906791687]]
[[0.016950169578194618, 1.0768636465072632], [-0.3387143909931183, 1.8456993103027344], [4.110668182373047, 1.4935598373413086], [2.888201951980591, -1.1937475204467773], [-0.2838106155395508, 2.2355480194091797]]
[[-0.0007858797907829285, 1.090064525604248], [-0.3520934581756592, 1.8696614503860474], [4.182764530181885, 1.535482406616211], [2.9283461570739746, -1.2530983686447144], [-0.3014070987701416, 2.2933077812194824]]
[[-0.01889725774526596, 1.1032215356826782], [-0.36635687947273254, 1.8935365676879883], [4.254120826721191, 1.576027274131775], [2.9699409008026123, -1.3129909038543701], [-0.320000559091568, 2.351016044616699]]
[[-0.037373609840869904, 1.1163254976272583], [-0.38148412108421326, 1.9173264503479004], [4.324826717376709, 1.6152161359786987], [3.0129618644714355, -1.3733586072921753], [-0.33951428532600403, 2.408574104309082]]
[[-0.05620826408267021, 1.129375696182251], [-0.39745378494262695, 1.9410309791564941], [4.394955158233643, 1.6530681848526], [3.057386636734009, -1.434146761894226], [-0.3598833978176117, 2.46590256690979]]
[[-0.07538942992687225, 1.1423678398132324], [-0.41425010561943054, 1.9646469354629517], [4.464578628540039, 1.6896018981933594], [3.1031947135925293, -1.495306134223938], [-0.381049245595932, 2.5229222774505615]]
[[-0.09490381181240082, 1.1552895307540894], [-0.431852251291275, 1.9881798028945923], [4.533801555633545, 1.7248458862304688], [3.150362730026245, -1.5567585229873657], [-0.4029248356819153, 2.5795154571533203]]
[[-0.11474350094795227, 1.1681387424468994], [-0.4502392113208771, 2.0116281509399414], [4.602695465087891, 1.7588250637054443], [3.1988658905029297, -1.6184555292129517], [-0.42545074224472046, 2.6356077194213867]]
[[-0.1348995864391327, 1.180912971496582], [-0.46939218044281006, 2.034992218017578], [4.6713056564331055, 1.7915643453598022], [3.24867582321167, -1.6803652048110962], [-0.44857892394065857, 2.691161632537842]]
[[-0.1553647518157959, 1.1936134099960327], [-0.4892899692058563, 2.0582709312438965], [4.739699363708496, 1.82308828830719], [3.2997655868530273, -1.7424392700195312], [-0.47225406765937805, 2.7461130619049072]]
[[-0.17612402141094208, 1.20622980594635], [-0.5099155306816101, 2.0814669132232666], [4.80791711807251, 1.8534225225448608], [3.352107048034668, -1.804648756980896], [-0.4964330494403839, 2.80043363571167]]
[[-0.1971665620803833, 1.218757152557373], [-0.5312507748603821, 2.1045825481414795], [4.875996112823486, 1.8825916051864624], [3.405672073364258, -1.866966962814331], [-0.5210759043693542, 2.854097604751587]]
[[-0.2184848189353943, 1.2311944961547852], [-0.5532772541046143, 2.1276168823242188], [4.943980693817139, 1.91061532497406], [3.460439920425415, -1.9293628931045532], [-0.5461432933807373, 2.9070656299591064]]
[[-0.24006766080856323, 1.243538498878479], [-0.5759787559509277, 2.1505703926086426], [5.011898517608643, 1.9375170469284058], [3.5163826942443848, -1.9918174743652344], [-0.5716032981872559, 2.9593241214752197]]
[[-0.26190483570098877, 1.255786657333374], [-0.5993374586105347, 2.1734414100646973], [5.079792022705078, 1.9633182287216187], [3.5734763145446777, -2.0543019771575928], [-0.597420334815979, 3.0108392238616943]]
[[-0.28398585319519043, 1.2679373025894165], [-0.6233354806900024, 2.1962273120880127], [5.147703170776367, 1.9880433082580566], [3.631695032119751, -2.1167874336242676], [-0.6235557198524475, 3.061580181121826]]
[[-0.306302547454834, 1.2799888849258423], [-0.6479594111442566, 2.218928337097168], [5.215651512145996, 2.0117125511169434], [3.6910126209259033, -2.179260492324829], [-0.6499844789505005, 3.1115424633026123]]
[[-0.3288457989692688, 1.2919405698776245], [-0.6731916069984436, 2.241544008255005], [5.283656120300293, 2.0343472957611084], [3.7514004707336426, -2.241708755493164], [-0.676686704158783, 3.1607229709625244]]
[[-0.3516019880771637, 1.3037915229797363], [-0.6990044713020325, 2.2640738487243652], [5.351763725280762, 2.055979013442993], [3.8128228187561035, -2.304103374481201], [-0.7036327719688416, 3.2090907096862793]]
[[-0.37456193566322327, 1.3155415058135986], [-0.7253782153129578, 2.2865169048309326], [5.4200053215026855, 2.0766334533691406], [3.8752501010894775, -2.366424798965454], [-0.7307958602905273, 3.2566301822662354]]
[[-0.3977186977863312, 1.3271911144256592], [-0.7522994875907898, 2.308871269226074], [5.488405704498291, 2.0963268280029297], [3.9386634826660156, -2.428656578063965], [-0.7581517696380615, 3.3033244609832764]]
[[-0.42106500267982483, 1.338740348815918], [-0.7797535061836243, 2.3311374187469482], [5.55698823928833, 2.1150779724121094], [4.0030412673950195, -2.4907829761505127], [-0.7856767177581787, 3.3491604328155518]]
[[-0.44459620118141174, 1.350188970565796], [-0.8077285289764404, 2.353315830230713], [5.625771522521973, 2.1328999996185303], [4.068365097045898, -2.5527913570404053], [-0.8133516311645508, 3.3941287994384766]]
[[-0.46830272674560547, 1.3615360260009766], [-0.8362057209014893, 2.375404119491577], [5.694781303405762, 2.1498148441314697], [4.134607315063477, -2.614663600921631], [-0.8411569595336914, 3.438222646713257]]
[[-0.49216970801353455, 1.3727800846099854], [-0.8651555776596069, 2.3974010944366455], [5.76406192779541, 2.1658577919006348], [4.201729774475098, -2.676370143890381], [-0.8690621852874756, 3.48142409324646]]
[[-0.5161697864532471, 1.383918285369873], [-0.8945415616035461, 2.4193127155303955], [5.83365535736084, 2.1810927391052246], [4.269670486450195, -2.7378811836242676], [-0.8970229029655457, 3.5237321853637695]]
[[-0.5402902364730835, 1.3949494361877441], [-0.9243378639221191, 2.4411396980285645], [5.903600215911865, 2.1955528259277344], [4.338393211364746, -2.7991738319396973], [-0.925014317035675, 3.5651307106018066]]
[[-0.5645229816436768, 1.4058732986450195], [-0.9545315504074097, 2.4628827571868896], [5.973906517028809, 2.209256887435913], [4.4078755378723145, -2.8602421283721924], [-0.9530216455459595, 3.605623483657837]]
[[-0.5888634324073792, 1.416689157485962], [-0.9851146340370178, 2.4845423698425293], [6.044573783874512, 2.2222158908843994], [4.4781012535095215, -2.921086072921753], [-0.9810364246368408, 3.6452207565307617]]
[[-0.6133029460906982, 1.4273953437805176], [-1.016067624092102, 2.506120204925537], [6.1156206130981445, 2.23445463180542], [4.549045085906982, -2.981694221496582], [-1.0090399980545044, 3.683919906616211]]
[[-0.6378231048583984, 1.437994360923767], [-1.0473663806915283, 2.5276148319244385], [6.187078952789307, 2.2460124492645264], [4.620667457580566, -3.042050838470459], [-1.0370084047317505, 3.7217133045196533]]
[[-0.6624032855033875, 1.448485016822815], [-1.0789763927459717, 2.549027442932129], [6.258991718292236, 2.256946086883545], [4.69291353225708, -3.102135419845581], [-1.064910650253296, 3.758594036102295]]
[[-0.6870327591896057, 1.458864688873291], [-1.1108810901641846, 2.5703606605529785], [6.331373691558838, 2.267284631729126], [4.765750408172607, -3.161940574645996], [-1.092731237411499, 3.7945704460144043]]
[[-0.7116968631744385, 1.4691309928894043], [-1.1430530548095703, 2.5916144847869873], [6.404265880584717, 2.277066946029663], [4.83914041519165, -3.221442461013794], [-1.1204410791397095, 3.8296306133270264]]
[[-0.7363874316215515, 1.4792832136154175], [-1.1754798889160156, 2.6127915382385254], [6.477675914764404, 2.286313533782959], [4.913061618804932, -3.280636787414551], [-1.1480271816253662, 3.8637821674346924]]
[[-0.7610914707183838, 1.4893227815628052], [-1.2081345319747925, 2.633894205093384], [6.551646709442139, 2.2950551509857178], [4.98748254776001, -3.3394992351531982], [-1.175465703010559, 3.8970043659210205]]
[[-0.7857998013496399, 1.4992530345916748], [-1.2409883737564087, 2.6549251079559326], [6.6262078285217285, 2.30332612991333], [5.0623698234558105, -3.3980116844177246], [-1.2027342319488525, 3.929293155670166]]
[[-0.8104982972145081, 1.5090728998184204], [-1.274019479751587, 2.6758921146392822], [6.701364517211914, 2.3111696243286133], [5.137680530548096, -3.456170082092285], [-1.2298153638839722, 3.9606776237487793]]
[[-0.8351736068725586, 1.5187857151031494], [-1.307201623916626, 2.6967992782592773], [6.777141571044922, 2.3186283111572266], [5.213373184204102, -3.5139620304107666], [-1.2566874027252197, 3.9911632537841797]]
[[-0.8598157167434692, 1.5283933877944946], [-1.3405157327651978, 2.717651128768921], [6.853559494018555, 2.325732707977295], [5.289418697357178, -3.5713770389556885], [-1.2833305597305298, 4.020750522613525]]
[[-0.8844184279441833, 1.5378954410552979], [-1.3739501237869263, 2.7384519577026367], [6.93061637878418, 2.3325035572052], [5.365794658660889, -3.6284172534942627], [-1.3097387552261353, 4.049458026885986]]
[[-0.9089782238006592, 1.5472934246063232], [-1.4074974060058594, 2.7592039108276367], [7.008312702178955, 2.3389525413513184], [5.442486763000488, -3.6850833892822266], [-1.3359060287475586, 4.07729434967041]]
[[-0.933479368686676, 1.556587815284729], [-1.4411362409591675, 2.7799134254455566], [7.086662769317627, 2.3451173305511475], [5.519459247589111, -3.741368055343628], [-1.3618162870407104, 4.104274749755859]]
[[-0.9579061269760132, 1.5657780170440674], [-1.4748437404632568, 2.800586462020874], [7.165683746337891, 2.3510420322418213], [5.596669673919678, -3.7972638607025146], [-1.3874518871307373, 4.130415916442871]]
[[-0.9822484850883484, 1.574864149093628], [-1.5085995197296143, 2.821228504180908], [7.245387077331543, 2.3567581176757812], [5.674088001251221, -3.8527674674987793], [-1.4128012657165527, 4.155730247497559]]
[[-1.0065028667449951, 1.5838464498519897], [-1.5423972606658936, 2.841841697692871], [7.325773239135742, 2.3622753620147705], [5.751702785491943, -3.9078803062438965], [-1.4378597736358643, 4.18022346496582]]
[[-1.0306668281555176, 1.592725396156311], [-1.576231598854065, 2.8624274730682373], [7.406838417053223, 2.367603063583374], [5.829502105712891, -3.962606430053711], [-1.462625503540039, 4.2039079666137695]]
[[-1.0547336339950562, 1.601501703262329], [-1.6100897789001465, 2.8829874992370605], [7.488584041595459, 2.3727622032165527], [5.907466411590576, -4.0169477462768555], [-1.487092137336731, 4.2267985343933105]]
